TimeStep	J_x_ref	J_y_ref	J_z_ref	Jconv_x_ref	Jconv_y_ref	Jconv_z_ref	Jcond_x_ref	Jcond_y_ref	Jcond_z_ref
600	42.3296	-1.61246E-07	-8.89882E-07	44.8291	3.54345E-07	-3.65517E-07	-2.49951	-5.15591E-07	-5.24365E-07
601	43.2914	-1.17293E-07	-8.63399E-07	46.0166	4.24505E-07	-3.47972E-07	-2.72525	-5.41798E-07	-5.15427E-07
602	44.5197	-5.42701E-08	-8.26319E-07	47.4553	5.02574E-07	-3.26868E-07	-2.9356	-5.56844E-07	-4.9945E-07
603	46.0134	2.6848E-08	-7.79223E-07	49.1427	5.87796E-07	-3.02828E-07	-3.12931	-5.60948E-07	-4.76394E-07
604	47.7711	1.24917E-07	-7.22888E-07	51.0728	6.79433E-07	-2.76505E-07	-3.30175	-5.54516E-07	-4.46383E-07
605	49.7916	2.38635E-07	-6.58249E-07	53.2368	7.76759E-07	-2.48568E-07	-3.44519	-5.38124E-07	-4.09681E-07
606	52.0735	3.6655E-07	-5.86398E-07	55.6228	8.79067E-07	-2.19675E-07	-3.54929	-5.12517E-07	-3.66723E-07
607	54.6148	5.07084E-07	-5.08576E-07	58.2165	9.85664E-07	-1.90473E-07	-3.60175	-4.78581E-07	-3.18102E-07
608	57.4123	6.58542E-07	-4.26179E-07	61.0015	1.09587E-06	-1.61586E-07	-3.58914	-4.37328E-07	-2.64592E-07
609	60.4617	8.19095E-07	-3.40727E-07	63.9595	0.000001209	-1.33592E-07	-3.49779	-3.89904E-07	-2.07135E-07
610	63.7562	9.86856E-07	-2.53833E-07	67.071	1.32438E-06	-1.07017E-07	-3.31474	-3.37524E-07	-1.46817E-07
611	67.2868	1.15983E-06	-1.67206E-07	70.3155	1.44133E-06	-8.23351E-08	-3.02868	-2.81493E-07	-8.48712E-08
612	71.0409	1.33596E-06	-8.25548E-08	73.6716	1.55913E-06	-5.99411E-08	-2.63073	-2.23175E-07	-2.26136E-08
613	75.0026	1.51313E-06	-1.61642E-09	77.1178	1.67709E-06	-4.01722E-08	-2.11522	-1.63958E-07	3.85557E-08
614	79.152	1.68923E-06	7.39329E-08	80.6322	1.79446E-06	-2.3283E-08	-1.48022	-1.05234E-07	9.72159E-08
615	83.4652	1.8621E-06	1.42496E-07	84.1931	1.9105E-06	-9.4642E-09	-0.727932	-4.8396E-08	1.5196E-07
616	87.9142	2.02965E-06	2.02617E-07	87.779	2.02443E-06	1.16166E-09	0.135186	5.22092E-09	2.01455E-07
617	92.4672	2.18982E-06	2.53019E-07	91.3688	2.13548E-06	8.53926E-09	1.09845	5.43437E-08	2.44479E-07
618	97.0891	2.34064E-06	2.92647E-07	94.9419	2.24286E-06	1.26711E-08	2.1472	9.77864E-08	2.79976E-07
619	101.742	2.48027E-06	3.20693E-07	98.4787	2.34578E-06	1.36032E-08	3.2633	1.34487E-07	3.0709E-07
620	106.386	0.000002607	3.36608E-07	101.96	2.44349E-06	1.14219E-08	4.4257	1.6351E-07	3.25187E-07
621	110.979	2.71933E-06	3.40176E-07	105.367	2.53525E-06	6.25692E-09	5.61117	1.84083E-07	3.3392E-07
622	115.479	2.81596E-06	3.31442E-07	108.684	2.62036E-06	-1.74978E-09	6.79517	1.95604E-07	3.33192E-07
623	119.847	2.89586E-06	3.10789E-07	111.894	2.69819E-06	-1.24257E-08	7.95264	1.97665E-07	3.23215E-07
624	124.041	2.95824E-06	2.78833E-07	114.982	2.76818E-06	-2.55986E-08	9.05892	1.90051E-07	3.04431E-07
625	128.025	3.00262E-06	2.36467E-07	117.935	2.82986E-06	-4.1095E-08	10.0905	1.72762E-07	2.77562E-07
626	131.765	3.02885E-06	1.84805E-07	120.739	2.88284E-06	-5.87334E-08	11.0258	1.46006E-07	2.43538E-07
627	135.231	3.03706E-06	1.2513E-07	123.385	2.92685E-06	-7.83535E-08	11.8456	1.1021E-07	2.03484E-07
628	138.397	3.02774E-06	5.88528E-08	125.863	2.96173E-06	-9.97994E-08	12.534	6.60073E-08	1.58652E-07
629	141.242	3.00167E-06	-1.25484E-08	128.164	2.98743E-06	-1.22937E-07	13.0783	1.42394E-08	1.10389E-07
630	143.752	2.95996E-06	-8.75594E-08	130.282	3.00402E-06	-1.47649E-07	13.4692	-4.40537E-08	6.00895E-08
631	145.914	2.90399E-06	-1.6472E-07	132.212	3.01166E-06	-1.73844E-07	13.7015	-1.0767E-07	9.1237E-09
632	147.723	2.83541E-06	-2.42651E-07	133.95	3.01066E-06	-2.01454E-07	13.7733	-1.75252E-07	-4.11971E-08
633	149.18	2.75608E-06	-3.20104E-07	135.494	3.00139E-06	-2.30437E-07	13.6864	-2.4531E-07	-8.96668E-08
634	150.288	2.66806E-06	-3.96004E-07	136.842	2.98434E-06	-2.60778E-07	13.446	-3.16277E-07	-1.35226E-07
635	151.056	2.57352E-06	-4.69486E-07	137.996	2.96006E-06	-2.92481E-07	13.0602	-3.86535E-07	-1.77004E-07
636	151.497	2.47472E-06	-5.39933E-07	138.957	2.9292E-06	-3.25587E-07	12.54	-4.54471E-07	-2.14346E-07
637	151.627	2.37396E-06	-6.06937E-07	139.728	2.89245E-06	-3.60146E-07	11.8988	-5.18494E-07	-2.46791E-07
638	151.466	2.27349E-06	-6.70374E-07	140.314	2.8506E-06	-3.96232E-07	11.152	-5.7711E-07	-2.74141E-07
639	151.037	2.1755E-06	-7.30348E-07	140.721	2.80444E-06	-4.3394E-07	10.3165	-6.28949E-07	-2.96408E-07
640	150.365	2.08205E-06	-7.87177E-07	140.954	2.75484E-06	-4.73372E-07	9.41057	-6.72793E-07	-3.13805E-07
641	149.476	1.99507E-06	-8.41386E-07	141.023	2.70268E-06	-5.14642E-07	8.45325	-7.07617E-07	-3.26744E-07
642	148.4	1.91626E-06	-8.93663E-07	140.937	2.64887E-06	-5.57875E-07	7.46376	-7.32609E-07	-3.35788E-07
643	147.166	1.84716E-06	-9.44788E-07	140.705	2.5943E-06	-6.03193E-07	6.46114	-7.47149E-07	-3.41595E-07
644	145.804	1.78907E-06	-9.95639E-07	140.34	2.53991E-06	-6.50732E-07	5.46371	-7.5084E-07	-3.44907E-07
645	144.342	1.7431E-06	-1.04708E-06	139.854	2.48657E-06	-7.0062E-07	4.48856	-7.43469E-07	-3.4646E-07
646	142.811	1.71017E-06	-1.09995E-06	139.26	2.43516E-06	-7.52982E-07	3.55097	-7.24987E-07	-3.4697E-07
647	141.236	1.69099E-06	-1.15502E-06	138.572	2.38649E-06	-8.07951E-07	2.66397	-6.95494E-07	-3.4707E-07
648	139.645	1.68612E-06	-1.21292E-06	137.807	2.34131E-06	-8.65644E-07	1.83783	-6.55188E-07	-3.4728E-07
649	138.058	1.69598E-06	-1.27417E-06	136.978	2.30032E-06	-9.26187E-07	1.07966	-6.04338E-07	-3.4798E-07
650	136.497	1.72086E-06	-1.33905E-06	136.104	2.26411E-06	-9.89678E-07	0.393065	-5.43248E-07	-3.49374E-07
651	134.978	1.76095E-06	-1.40773E-06	135.2	2.2332E-06	-1.05623E-06	-0.222095	-4.7225E-07	-3.51503E-07
652	133.515	1.81631E-06	-1.48013E-06	134.285	0.000002208	-1.12591E-06	-0.769806	-3.91683E-07	-3.54222E-07
653	132.116	1.88693E-06	-1.55606E-06	133.374	2.18881E-06	-1.19879E-06	-1.25787	-3.01879E-07	-3.57266E-07
654	130.787	1.97265E-06	-1.63513E-06	132.485	2.17584E-06	-1.27491E-06	-1.69774	-2.03196E-07	-3.60219E-07
655	129.531	2.07318E-06	-1.71688E-06	131.635	2.1692E-06	-1.35429E-06	-2.10416	-9.60197E-08	-3.62597E-07
656	128.346	2.18809E-06	-1.80073E-06	130.84	2.1689E-06	-1.43687E-06	-2.49467	1.91883E-08	-3.63853E-07
657	127.228	2.31673E-06	-1.88606E-06	130.117	2.17486E-06	-1.5226E-06	-2.88896	1.41862E-07	-3.63455E-07
658	126.171	2.45822E-06	-1.97225E-06	129.479	2.18694E-06	-1.61133E-06	-3.30811	2.71285E-07	-3.60919E-07
659	125.167	2.61145E-06	-2.05868E-06	128.941	2.2049E-06	-1.70286E-06	-3.77369	4.06548E-07	-3.55823E-07
660	124.206	2.77497E-06	-2.14483E-06	128.513	2.22847E-06	-1.79693E-06	-4.30684	5.46502E-07	-3.47898E-07
661	123.279	2.94709E-06	-2.23018E-06	128.207	2.25732E-06	-1.89319E-06	-4.92729	6.89772E-07	-3.36994E-07
662	122.377	3.1258E-06	-2.31435E-06	128.029	2.29109E-06	-1.99122E-06	-5.65244	8.34708E-07	-3.23129E-07
663	121.49	3.30878E-06	-2.39701E-06	127.986	2.32937E-06	-2.09052E-06	-6.49649	9.79406E-07	-3.06488E-07
664	120.611	3.49347E-06	-2.47791E-06	128.081	2.37172E-06	-2.19052E-06	-7.46968	1.12175E-06	-2.87387E-07
665	119.736	3.6771E-06	-2.55685E-06	128.314	2.41767E-06	-2.29057E-06	-8.57772	1.25943E-06	-2.66276E-07
666	118.862	3.85673E-06	-2.63368E-06	128.684	2.46672E-06	-2.38997E-06	-9.82133	1.39001E-06	-2.43712E-07
667	117.988	4.02937E-06	-2.7083E-06	129.185	2.51835E-06	-2.48797E-06	-11.1961	1.51102E-06	-2.20324E-07
668	117.118	4.19201E-06	-2.78054E-06	129.81	0.000002572	-2.58378E-06	-12.6924	1.62001E-06	-1.96762E-07
669	116.254	4.34174E-06	-2.85029E-06	130.55	2.62709E-06	-2.67659E-06	-14.2958	1.71465E-06	-1.737E-07
670	115.406	4.47582E-06	-2.91733E-06	131.393	2.68303E-06	-2.76556E-06	-15.9872	1.7928E-06	-1.51771E-07
671	114.581	4.59177E-06	-2.98144E-06	132.325	2.73919E-06	-2.84987E-06	-17.7437	1.85257E-06	-1.31564E-07
672	113.792	4.6874E-06	-3.0423E-06	133.331	2.79497E-06	-2.92871E-06	-19.5392	1.89243E-06	-1.13592E-07
673	113.049	4.76094E-06	-3.09961E-06	134.395	2.84972E-06	-3.0013E-06	-21.3455	1.91122E-06	-9.83155E-08
674	112.366	4.81105E-06	-3.15296E-06	135.499	2.90285E-06	-3.06687E-06	-23.1328	1.90819E-06	-8.60934E-08
675	111.754	4.8368E-06	-3.20194E-06	136.625	2.95376E-06	-3.12473E-06	-24.8714	1.88303E-06	-7.72163E-08
676	111.225	4.83776E-06	-3.24608E-06	137.757	3.00188E-06	-3.1742E-06	-26.5321	1.83588E-06	-7.18781E-08
677	110.788	4.81398E-06	-3.28491E-06	138.876	3.04669E-06	-3.2147E-06	-28.0875	1.76729E-06	-7.02183E-08
678	110.453	4.76594E-06	-3.31798E-06	139.966	3.0877E-06	-3.24568E-06	-29.5127	1.67824E-06	-7.23012E-08
679	110.224	4.69455E-06	-3.34483E-06	141.01	3.12449E-06	-3.2667E-06	-30.7863	1.57006E-06	-7.81283E-08
680	110.102	4.60108E-06	-3.36499E-06	141.993	3.15667E-06	-3.27736E-06	-31.891	1.44441E-06	-8.76272E-08
681	110.088	4.48716E-06	-3.37808E-06	142.902	3.18392E-06	-3.27738E-06	-32.8139	1.30324E-06	-1.00705E-07
682	110.175	4.3547E-06	-3.38371E-06	143.722	3.20598E-06	-3.26653E-06	-33.5469	1.14872E-06	-1.17174E-07
683	110.356	4.20584E-06	-3.3815E-06	144.443	3.22263E-06	-3.24471E-06	-34.0871	9.83211E-07	-1.36796E-07
684	110.617	4.04287E-06	-3.37119E-06	145.053	3.23371E-06	-3.21189E-06	-34.436	8.09158E-07	-1.59298E-07
685	110.942	3.8682E-06	-3.35248E-06	145.542	3.2391E-06	-3.16815E-06	-34.5999	6.29098E-07	-1.84328E-07
686	111.312	3.6843E-06	-3.32516E-06	145.902	3.23873E-06	-3.11366E-06	-34.5894	4.45568E-07	-2.11499E-07
687	111.705	3.49362E-06	-3.28906E-06	146.123	3.23255E-06	-3.0487E-06	-34.4183	2.61065E-07	-2.40362E-07
688	112.094	3.29858E-06	-3.24405E-06	146.198	3.22056E-06	-2.97362E-06	-34.1036	7.80116E-08	-2.70429E-07
689	112.455	3.10149E-06	-3.19007E-06	146.119	3.20278E-06	-2.88889E-06	-33.6642	-1.01291E-07	-3.01174E-07
690	112.758	2.90456E-06	-3.1271E-06	145.879	3.17926E-06	-2.79506E-06	-33.1205	-2.74703E-07	-3.32045E-07
691	112.977	2.70976E-06	-3.05523E-06	145.47	3.15006E-06	-2.69275E-06	-32.4934	-4.40295E-07	-3.62484E-07
692	113.081	2.51893E-06	-2.97458E-06	144.885	3.11527E-06	-2.58266E-06	-31.8035	-5.9634E-07	-3.91921E-07
693	113.046	2.33361E-06	-2.88539E-06	144.117	3.07499E-06	-2.46559E-06	-31.0708	-7.41383E-07	-4.198E-07
694	112.845	2.15514E-06	-2.78795E-06	143.159	3.02936E-06	-2.34236E-06	-30.3136	-8.74219E-07	-4.4559E-07
695	112.455	1.98458E-06	-2.68265E-06	142.004	2.97852E-06	-2.21387E-06	-29.5485	-9.93941E-07	-4.68782E-07
696	111.857	1.82271E-06	-0.00000257	140.646	2.92264E-06	-2.08108E-06	-28.7895	-1.09992E-06	-4.88913E-07
697	111.031	1.67008E-06	-2.45057E-06	139.08	2.8619E-06	-0.000001945	-28.0485	-1.19182E-06	-5.05574E-07
698	109.966	1.52691E-06	-2.32504E-06	137.301	2.7965E-06	-1.80665E-06	-27.3348	-1.26959E-06	-5.1839E-07
699	108.651	1.39323E-06	-2.19415E-06	135.306	2.72665E-06	-1.66711E-06	-26.655	-1.33342E-06	-5.27039E-07
700	107.08	1.26881E-06	-2.05873E-06	133.093	2.65258E-06	-1.52748E-06	-26.0136	-1.38377E-06	-5.31254E-07
701	105.25	1.15321E-06	-1.91971E-06	130.663	2.5745E-06	-1.38889E-06	-25.4128	-1.4213E-06	-5.30821E-07
702	103.164	1.04581E-06	-1.77803E-06	128.017	2.49264E-06	-1.25246E-06	-24.853	-1.44683E-06	-5.25574E-07
703	100.826	9.45871E-07	-1.63472E-06	125.159	2.40721E-06	-1.11933E-06	-24.3329	-1.46134E-06	-5.15392E-07
704	98.2453	8.52511E-07	-1.49083E-06	122.095	2.31839E-06	-9.90617E-07	-23.8499	-1.46588E-06	-5.00209E-07
705	95.4338	7.64783E-07	-1.34742E-06	118.834	2.22636E-06	-8.6742E-07	-23.4001	-1.46158E-06	-4.79999E-07
706	92.4065	6.81683E-07	-1.20558E-06	115.385	2.13127E-06	-7.50791E-07	-22.9788	-1.44958E-06	-4.54792E-07
707	89.181	6.02196E-07	-1.06639E-06	111.761	2.03323E-06	-6.41734E-07	-22.5801	-1.43104E-06	-4.24661E-07
708	85.7774	5.25319E-07	-9.30917E-07	107.975	1.93235E-06	-5.4118E-07	-22.1975	-1.40704E-06	-3.89737E-07
709	82.2182	4.50063E-07	-8.00173E-07	104.042	1.8287E-06	-4.49976E-07	-21.8237	-1.37864E-06	-3.50197E-07
710	78.5274	3.75498E-07	-6.75129E-07	99.9779	1.72232E-06	-3.68869E-07	-21.4504	-1.34682E-06	-3.0626E-07
711	74.731	3.00745E-07	-5.56725E-07	95.7999	1.61326E-06	-2.98513E-07	-21.0689	-1.31252E-06	-2.58212E-07
712	70.8562	2.2498E-07	-4.45771E-07	91.5254	1.50154E-06	-2.39423E-07	-20.6692	-1.27656E-06	-2.06349E-07
713	66.931	1.47459E-07	-3.43034E-07	87.172	1.3872E-06	-1.92009E-07	-20.241	-1.23974E-06	-1.51025E-07
714	62.9844	6.74977E-08	-2.49178E-07	82.7576	1.27027E-06	-1.56551E-07	-19.7732	-1.20278E-06	-9.26279E-08
715	59.0456	-1.55106E-08	-1.64763E-07	78.2998	1.15081E-06	-1.33204E-07	-19.2542	-1.16632E-06	-3.15587E-08
716	55.1436	-1.02117E-07	-9.02698E-08	73.816	1.02888E-06	-1.22007E-07	-18.6725	-0.000001131	3.17369E-08
717	51.3069	-1.92764E-07	-2.60625E-08	69.3235	9.04584E-07	-1.2288E-07	-18.0166	-1.09735E-06	9.68171E-08
718	47.5632	-2.87852E-07	2.75553E-08	64.8389	7.78033E-07	-1.35639E-07	-17.2756	-1.06589E-06	1.63195E-07
719	43.9385	-3.87664E-07	7.0372E-08	60.3785	6.49381E-07	-1.60006E-07	-16.44	-1.03705E-06	2.30378E-07
720	40.4566	-4.92387E-07	1.02227E-07	55.9582	5.18803E-07	-1.95616E-07	-15.5016	-1.01119E-06	2.97843E-07
721	37.1391	-6.02094E-07	1.23006E-07	51.5935	3.86499E-07	-2.4203E-07	-14.4544	-9.88593E-07	3.65036E-07
722	34.0044	-7.16719E-07	1.32617E-07	47.2995	2.52699E-07	-2.98754E-07	-13.2951	-9.69418E-07	4.31371E-07
723	31.0675	-8.36071E-07	1.31002E-07	43.091	1.1765E-07	-3.65237E-07	-12.0234	-9.53721E-07	4.96239E-07
724	28.3397	-9.59778E-07	1.18089E-07	38.9822	-1.83776E-08	-4.4089E-07	-10.6425	-9.41401E-07	5.58979E-07
725	25.8282	-1.08729E-06	9.38217E-08	34.9872	-1.5509E-07	-5.25093E-07	-9.15899	-9.32197E-07	6.18914E-07
726	23.5358	-1.21791E-06	5.81352E-08	31.1193	-2.92182E-07	-6.17202E-07	-7.58348	-9.25729E-07	6.75337E-07
727	21.4615	-1.35074E-06	1.09849E-08	27.3916	-4.29322E-07	-7.16548E-07	-5.93016	-9.2142E-07	7.27533E-07
728	19.5996	-1.48473E-06	-4.768E-08	23.8163	-5.6616E-07	-8.22459E-07	-4.21674	-9.18568E-07	7.74779E-07
729	17.9408	-1.61865E-06	-1.17853E-07	20.4049	-7.02323E-07	-9.34239E-07	-2.46408	-9.16325E-07	8.16386E-07
730	16.472	-1.75114E-06	-1.99459E-07	17.1677	-8.37408E-07	-1.05118E-06	-0.695735	-9.13729E-07	8.51719E-07
731	15.1769	-1.88074E-06	-2.9234E-07	14.1142	-9.70987E-07	-1.17255E-06	1.06273	-9.09751E-07	8.80214E-07
732	14.0366	-2.00589E-06	-3.96218E-07	11.2522	-1.10259E-06	-1.29763E-06	2.78439	-9.033E-07	9.01409E-07
733	13.03	-2.12503E-06	-5.10672E-07	8.58824	-1.23174E-06	-1.42564E-06	4.44181	-8.93294E-07	9.14964E-07
734	12.1348	-2.23653E-06	-6.35099E-07	6.12695	-1.35787E-06	-1.55579E-06	6.00783	-8.7865E-07	9.20692E-07
735	11.3276	-2.33882E-06	-7.68715E-07	3.8712	-1.48044E-06	-1.68727E-06	7.45644	-8.58377E-07	9.18557E-07
736	10.5854	-2.43038E-06	-9.10521E-07	1.8218	-1.59882E-06	-1.81923E-06	8.76358	-8.31558E-07	9.08708E-07
737	9.88539	-2.50981E-06	-1.05933E-06	-0.022478	-1.71238E-06	-1.95077E-06	9.90787	-7.97427E-07	8.91442E-07
738	9.20626	-2.57581E-06	-1.21374E-06	-1.66502	-1.82047E-06	-2.08097E-06	10.8713	-7.55345E-07	8.67232E-07
739	8.52833	-2.62722E-06	-1.37217E-06	-3.11132	-1.92238E-06	-2.20886E-06	11.6397	-7.04838E-07	8.36692E-07
740	7.83415	-2.66304E-06	-1.53287E-06	-4.36896	-2.01743E-06	-2.33343E-06	12.2031	-6.45606E-07	8.00559E-07
741	7.10878	-2.68245E-06	-1.69397E-06	-5.44746	-2.10493E-06	-2.45364E-06	12.5562	-5.77524E-07	7.59669E-07
742	6.34007	-2.68482E-06	-1.85348E-06	-6.35815	-2.18419E-06	-2.56841E-06	12.6982	-5.00632E-07	7.14936E-07
743	5.51872	-2.66967E-06	-2.00936E-06	-7.11396	-2.25455E-06	-2.67667E-06	12.6327	-4.15118E-07	6.67306E-07
744	4.6383	-2.63672E-06	-2.15956E-06	-7.72918	-2.3154E-06	-2.7773E-06	12.3675	-3.21327E-07	6.17746E-07
745	3.69515	-2.58587E-06	-2.30203E-06	-8.21918	-2.36614E-06	-2.86924E-06	11.9143	-2.19729E-07	5.67205E-07
746	2.68818	-2.51719E-06	-2.43481E-06	-8.6001	-2.40627E-06	-2.95141E-06	11.2883	-1.10917E-07	5.16595E-07
747	1.6186	-2.43088E-06	-2.55603E-06	-8.88859	-2.43531E-06	-3.02281E-06	10.5072	4.43674E-09	4.66778E-07
748	0.489608	-2.32736E-06	-2.66395E-06	-9.10143	-2.45289E-06	-3.0825E-06	9.59104	1.25537E-07	4.18547E-07
749	-0.693946	-2.20716E-06	-2.75699E-06	-9.25531	-2.45869E-06	-3.12961E-06	8.56136	2.51526E-07	3.72622E-07
750	-1.92593	-2.07101E-06	-2.83378E-06	-9.36646	-2.45248E-06	-3.16341E-06	7.44053	3.81465E-07	3.29636E-07
751	-3.19923	-1.91974E-06	-2.89313E-06	-9.45047	-2.4341E-06	-3.18328E-06	6.25125	5.14355E-07	2.90146E-07
752	-4.50606	-1.75436E-06	-2.93415E-06	-9.52203	-2.40347E-06	-3.18875E-06	5.01596	6.49113E-07	2.54599E-07
753	-5.83824	-1.57598E-06	-2.95617E-06	-9.59473	-2.36059E-06	-3.17952E-06	3.75649	7.84609E-07	2.23349E-07
754	-7.18728	-1.38589E-06	-2.95879E-06	-9.68092	-2.30553E-06	-3.15545E-06	2.49365	9.19642E-07	1.96663E-07
755	-8.54458	-1.18547E-06	-2.94193E-06	-9.79163	-2.23842E-06	-3.1166E-06	1.24705	1.05295E-06	1.74675E-07
756	-9.90145	-9.76212E-07	-2.90578E-06	-9.93647	-2.15946E-06	-3.06319E-06	0.0350188	1.18325E-06	1.57405E-07
757	-11.249	-7.59729E-07	-2.85088E-06	-10.1236	-2.06889E-06	-2.99562E-06	-1.12547	1.30916E-06	1.44747E-07
758	-12.5783	-5.37693E-07	-2.77805E-06	-10.3597	-1.96704E-06	-2.91449E-06	-2.21868	1.42934E-06	1.36438E-07
759	-13.88	-3.11844E-07	-2.6885E-06	-10.65	-1.85426E-06	-2.82055E-06	-3.22999	1.54241E-06	1.32042E-07
760	-15.1443	-8.39665E-08	-2.58371E-06	-10.9986	-1.73098E-06	-2.71468E-06	-4.14574	1.64701E-06	1.30972E-07
761	-16.361	1.4414E-07	-2.46546E-06	-11.408	-1.59766E-06	-2.59792E-06	-4.95304	1.7418E-06	1.32456E-07
762	-17.5193	3.70686E-07	-2.33586E-06	-11.8796	-1.45483E-06	-2.47141E-06	-5.63965	1.82551E-06	1.35547E-07
763	-18.6076	5.93914E-07	-2.19727E-06	-12.4137	-1.30305E-06	-2.3364E-06	-6.19388	1.89696E-06	1.39121E-07
764	-19.6139	8.12099E-07	-2.05226E-06	-13.0093	-1.14295E-06	-2.19418E-06	-6.6046	1.95505E-06	1.41921E-07
765	-20.5259	1.02362E-06	-1.90358E-06	-13.6646	-9.7518E-07	-2.04613E-06	-6.86133	1.9988E-06	1.42548E-07
766	-21.3309	1.22693E-06	-1.7541E-06	-14.3765	-8.00453E-07	-1.89363E-06	-6.95444	2.02738E-06	1.39527E-07
767	-22.0165	1.42061E-06	-1.60674E-06	-15.141	-6.19504E-07	-1.73809E-06	-6.87549	2.04011E-06	1.31342E-07
768	-22.5707	1.60335E-06	-1.4644E-06	-15.9532	-4.33105E-07	-1.58089E-06	-6.61758	2.03645E-06	1.16486E-07
769	-22.9827	0.000001774	-1.32988E-06	-16.8068	-2.42064E-07	-1.42341E-06	-6.17586	2.01606E-06	9.3531E-08
770	-23.2429	1.93156E-06	-1.20581E-06	-17.6949	-4.71986E-08	-1.26698E-06	-5.54801	1.97876E-06	6.11774E-08
771	-23.3438	2.0752E-06	-1.09457E-06	-18.6091	1.50644E-07	-1.11289E-06	-4.73474	1.92455E-06	1.83163E-08
772	-23.2802	2.20426E-06	-9.98248E-07	-19.54	3.50607E-07	-9.62348E-07	-3.74025	1.85365E-06	-3.58996E-08
773	-23.0497	2.3183E-06	-9.18548E-07	-20.4772	5.51815E-07	-8.1652E-07	-2.57254	1.76649E-06	-1.02029E-07
774	-22.6529	2.41705E-06	-8.56762E-07	-21.4091	7.53383E-07	-6.76483E-07	-1.24374	1.66367E-06	-1.80279E-07
775	-22.0935	2.50047E-06	-8.13741E-07	-22.3234	9.54414E-07	-5.43247E-07	0.229893	1.54606E-06	-2.70494E-07
776	-21.3784	2.56874E-06	-7.89876E-07	-23.2064	1.15399E-06	-4.17734E-07	1.82799	1.41475E-06	-3.72142E-07
777	-20.5176	2.62225E-06	-7.85088E-07	-24.044	1.35119E-06	-3.00787E-07	3.52633	1.27105E-06	-4.84301E-07
778	-19.524	2.66162E-06	-7.98862E-07	-24.8213	1.54508E-06	-1.93158E-07	5.29725	1.11654E-06	-6.05704E-07
779	-18.4127	2.68771E-06	-8.30275E-07	-25.523	1.7347E-06	-9.5522E-08	7.11024	9.53012E-07	-7.34753E-07
780	-17.2008	2.70153E-06	-8.78058E-07	-26.1334	1.91908E-06	-8.45876E-09	8.93257	7.82459E-07	-8.69599E-07
781	-15.9066	2.70435E-06	-9.40597E-07	-26.6368	2.09723E-06	6.75431E-08	10.7302	6.07118E-07	-1.00814E-06
782	-14.5491	2.69755E-06	-1.01603E-06	-27.0175	2.26818E-06	1.32094E-07	12.4684	4.29364E-07	-1.14812E-06
783	-13.1471	2.68266E-06	-1.10239E-06	-27.2602	2.43093E-06	1.84876E-07	14.1131	2.51727E-07	-1.28727E-06
784	-11.7185	2.66131E-06	-1.19754E-06	-27.3497	2.5845E-06	2.25693E-07	15.6313	7.68154E-08	-1.42323E-06
785	-10.2797	2.63517E-06	-1.29932E-06	-27.2719	2.72789E-06	2.54436E-07	16.9923	-9.2725E-08	-1.55376E-06
786	-8.84485	2.6059E-06	-1.40562E-06	-27.0132	2.86016E-06	2.71095E-07	18.1683	-2.54258E-07	-1.67672E-06
787	-7.42525	2.57513E-06	-1.51442E-06	-26.5608	2.98038E-06	2.7576E-07	19.1356	-4.05246E-07	-1.79018E-06
788	-6.02877	2.54438E-06	-1.62379E-06	-25.9034	3.08766E-06	2.68622E-07	19.8746	-5.43284E-07	-1.89241E-06
789	-4.6595	2.51498E-06	-1.73203E-06	-25.0306	3.18118E-06	2.49958E-07	20.3711	-6.66203E-07	-1.98199E-06
790	-3.31745	2.48809E-06	-1.8376E-06	-23.9337	3.26018E-06	2.20152E-07	20.6162	-7.72093E-07	-2.05775E-06
791	-1.99838	2.46457E-06	-1.9392E-06	-22.6053	3.32397E-06	1.79655E-07	20.6069	-8.59398E-07	-2.11886E-06
792	-0.693799	2.44505E-06	-2.03577E-06	-21.0399	3.37198E-06	1.29006E-07	20.3461	-9.26923E-07	-2.16478E-06
793	0.608903	2.4298E-06	-2.12644E-06	-19.2339	3.40372E-06	6.88225E-08	19.8428	-9.73925E-07	-2.19527E-06
794	1.92615	2.41875E-06	-2.2106E-06	-17.1854	3.41885E-06	-2.30641E-10	19.1116	-1.0001E-06	-2.21037E-06
795	3.27774	2.41148E-06	-2.28781E-06	-14.895	3.41713E-06	-7.74193E-08	18.1727	-1.00564E-06	-2.21039E-06
796	4.68627	2.40726E-06	-2.35786E-06	-12.3649	3.39847E-06	-1.61979E-07	17.0512	-9.91212E-07	-2.19588E-06
797	6.17643	2.40503E-06	-2.42067E-06	-9.59992	3.36295E-06	-2.53098E-07	15.7763	-9.57924E-07	-2.16757E-06
798	7.77415	2.40341E-06	-2.47634E-06	-6.60674	3.31077E-06	-3.49943E-07	14.3809	-9.07358E-07	-2.1264E-06
799	9.50575	2.40082E-06	-2.52508E-06	-3.39425	3.24229E-06	-4.5166E-07	12.9	-8.41473E-07	-2.07342E-06
800	11.3969	2.39545E-06	-2.56719E-06	0.0267006	3.15804E-06	-5.57376E-07	11.3702	-7.62592E-07	-2.00981E-06
801	13.4719	2.38538E-06	-2.60305E-06	3.64338	3.05868E-06	-6.66209E-07	9.82849	-6.73307E-07	-1.93684E-06
802	15.7521	2.3686E-06	-2.63309E-06	7.44135	2.94502E-06	-7.77269E-07	8.31076	-5.76422E-07	-1.85582E-06
