TimeStep	J_x_ref	J_y_ref	J_z_ref	Jconv_x_ref	Jconv_y_ref	Jconv_z_ref	Jcond_x_ref	Jcond_y_ref	Jcond_z_ref
395	19.716	-3.72513E-06	2.15362E-06	-3.63631	-2.76011E-06	1.47053E-06	23.3523	-9.65027E-07	6.83093E-07
396	22.0023	-3.74364E-06	2.24574E-06	-3.102	-2.66122E-06	1.55091E-06	25.1043	-1.08241E-06	6.94831E-07
397	24.3499	-3.76397E-06	2.33699E-06	-2.36272	-2.5656E-06	1.63017E-06	26.7127	-1.19837E-06	7.06821E-07
398	26.7322	-3.78443E-06	2.42664E-06	-1.42499	-2.47339E-06	1.70766E-06	28.1572	-1.31104E-06	7.18976E-07
399	29.125	-3.80337E-06	2.51382E-06	-0.295632	-2.38473E-06	1.78275E-06	29.4207	-1.41865E-06	7.31068E-07
400	31.5075	-3.81928E-06	2.59757E-06	1.0182	-2.29974E-06	1.85484E-06	30.4893	-1.51955E-06	7.42727E-07
401	33.8621	-3.83079E-06	2.67681E-06	2.50909	-2.21852E-06	1.92336E-06	31.353	-1.61227E-06	7.53453E-07
402	36.1747	-3.83666E-06	2.75043E-06	4.16935	-2.14114E-06	1.98777E-06	32.0054	-1.69552E-06	7.62656E-07
403	38.4353	-3.83592E-06	2.81723E-06	5.99102	-2.06763E-06	2.04759E-06	32.4443	-1.76828E-06	7.6964E-07
404	40.6375	-3.82777E-06	2.87605E-06	7.96587	-0.000001998	2.10236E-06	32.6716	-1.82977E-06	7.73687E-07
405	42.7784	-3.81167E-06	2.9257E-06	10.0854	-1.9322E-06	2.15166E-06	32.693	-1.87947E-06	7.74042E-07
406	44.8589	-3.7873E-06	2.96509E-06	12.3407	-1.87015E-06	2.1951E-06	32.5181	-1.91714E-06	7.69991E-07
407	46.8828	-3.75453E-06	2.99321E-06	14.7227	-1.81174E-06	2.23234E-06	32.1601	-1.94279E-06	7.60873E-07
408	48.857	-3.71347E-06	3.00917E-06	17.2219	-1.75682E-06	2.26303E-06	31.6351	-1.95666E-06	7.46138E-07
409	50.7904	-3.66441E-06	3.01226E-06	19.8283	-1.70521E-06	2.28688E-06	30.9621	-1.9592E-06	7.25384E-07
410	52.6938	-3.60778E-06	0.000003002	22.5315	-1.65671E-06	2.30359E-06	30.1623	-1.95107E-06	6.98407E-07
411	54.5793	-3.5442E-06	2.97806E-06	25.3208	-1.61113E-06	2.31289E-06	29.2584	-1.93308E-06	6.65179E-07
412	56.4591	-3.47436E-06	2.9404E-06	28.1848	-1.56823E-06	2.3145E-06	28.2743	-1.90614E-06	6.25899E-07
413	58.3457	-3.39907E-06	2.8892E-06	31.1116	-1.52779E-06	2.30819E-06	27.2342	-1.87127E-06	5.81014E-07
414	60.2506	-3.31922E-06	2.82491E-06	34.0886	-1.48963E-06	2.29372E-06	26.1619	-1.82958E-06	5.31195E-07
415	62.1837	-3.23574E-06	2.74822E-06	37.103	-1.45354E-06	2.27088E-06	25.0808	-1.78219E-06	4.77331E-07
416	64.1533	-3.14962E-06	2.66003E-06	40.1409	-1.41936E-06	2.23951E-06	24.0124	-1.73026E-06	4.20515E-07
417	66.1649	-3.06192E-06	2.5615E-06	43.1882	-1.38695E-06	2.19948E-06	22.9767	-1.67497E-06	3.62015E-07
418	68.2215	-2.97365E-06	2.4539E-06	46.2303	-1.35619E-06	2.1507E-06	21.9912	-1.61746E-06	3.03208E-07
419	70.3227	-2.88592E-06	2.33873E-06	49.2519	-1.32702E-06	2.09315E-06	21.0707	-1.5589E-06	2.45579E-07
420	72.4649	-2.79981E-06	2.21754E-06	52.2378	-1.29941E-06	2.02691E-06	20.2271	-1.50039E-06	1.90631E-07
421	74.6416	-2.71641E-06	2.09198E-06	55.1723	-1.27336E-06	1.95213E-06	19.4692	-1.44304E-06	1.39854E-07
422	76.8428	-2.6368E-06	1.96374E-06	58.0399	-1.24892E-06	1.86907E-06	18.8028	-1.38788E-06	9.46679E-08
423	79.0559	-2.56206E-06	1.83447E-06	60.8252	-1.22616E-06	1.7781E-06	18.2307	-1.3359E-06	5.6365E-08
424	81.266	-2.4932E-06	1.70581E-06	63.5134	-1.20521E-06	1.67973E-06	17.7526	-1.28798E-06	2.60814E-08
425	83.456	-2.43118E-06	1.57929E-06	66.09	-1.18623E-06	1.57457E-06	17.366	-1.24495E-06	4.72369E-09
426	85.6076	-2.37689E-06	1.45637E-06	68.5417	-1.1694E-06	1.4634E-06	17.0659	-1.20749E-06	-7.03119E-09
427	87.7016	-2.3311E-06	1.33833E-06	70.856	-1.15494E-06	1.34712E-06	16.8456	-1.17616E-06	-8.78977E-09
428	89.7189	-2.29445E-06	1.22632E-06	73.0219	-1.14309E-06	1.22676E-06	16.697	-1.15136E-06	-4.3393E-10
429	91.6405	-2.26741E-06	1.12133E-06	75.0296	-1.13408E-06	1.10347E-06	16.6109	-1.13333E-06	1.78515E-08
430	93.4486	-2.2503E-06	1.02413E-06	76.8711	-1.12818E-06	9.78547E-07	16.5776	-1.12212E-06	4.55838E-08
431	95.1268	-2.24324E-06	9.35397E-07	78.5398	-1.12562E-06	8.53366E-07	16.587	-1.11762E-06	8.20314E-08
432	96.6605	-2.24616E-06	8.55559E-07	80.0313	-1.12663E-06	7.29392E-07	16.6292	-1.11953E-06	1.26167E-07
433	98.0373	-2.25881E-06	7.84914E-07	81.3427	-1.13138E-06	6.08161E-07	16.6945	-1.12743E-06	1.76752E-07
434	99.2469	-2.28076E-06	7.23618E-07	82.4731	-1.14002E-06	4.91256E-07	16.7739	-1.14074E-06	2.32362E-07
435	100.282	-2.3114E-06	6.71685E-07	83.4232	-1.15262E-06	3.80276E-07	16.8585	-1.15878E-06	2.91409E-07
436	101.136	-2.34998E-06	6.29008E-07	84.196	-1.16917E-06	2.7681E-07	16.9402	-1.18081E-06	3.52198E-07
437	101.807	-2.39566E-06	5.95429E-07	84.7956	-1.18961E-06	1.82428E-07	17.0115	-1.20605E-06	4.13001E-07
438	102.293	-2.44749E-06	5.70678E-07	85.2282	-1.21376E-06	9.86224E-08	17.0651	-1.23373E-06	4.72056E-07
439	102.595	-2.50443E-06	5.5448E-07	85.5014	-1.24136E-06	2.68195E-08	17.094	-1.26307E-06	5.27661E-07
440	102.716	-2.56544E-06	5.46508E-07	85.6244	-1.27206E-06	-3.16911E-08	17.0915	-1.29338E-06	5.78199E-07
441	102.658	-2.62945E-06	5.46452E-07	85.6074	-1.30544E-06	-7.57423E-08	17.0507	-1.32401E-06	6.22195E-07
442	102.427	-2.69538E-06	5.54008E-07	85.4621	-0.000001341	-1.04336E-07	16.9649	-1.35438E-06	6.58343E-07
443	102.028	-2.76215E-06	5.68901E-07	85.2013	-1.37816E-06	-1.16649E-07	16.8271	-0.000001384	6.8555E-07
444	101.469	-2.82874E-06	5.90891E-07	84.8389	-1.41631E-06	-1.12058E-07	16.6304	-1.41244E-06	7.02949E-07
445	100.757	-2.8941E-06	6.19783E-07	84.3895	-1.4548E-06	-9.0152E-08	16.3676	-1.4393E-06	7.09935E-07
446	99.9005	-2.95724E-06	6.55425E-07	83.8687	-1.49298E-06	-5.07346E-08	16.0318	-1.46426E-06	7.06159E-07
447	98.9092	-3.01716E-06	6.97707E-07	83.2927	-1.53017E-06	6.17046E-09	15.6165	-1.48699E-06	6.91537E-07
448	97.7939	-3.07292E-06	7.46569E-07	82.6785	-1.56573E-06	8.03254E-08	15.1154	-1.50719E-06	6.66243E-07
449	96.5667	-3.12355E-06	8.01959E-07	82.0435	-1.59903E-06	1.71268E-07	14.5232	-1.52452E-06	6.3069E-07
450	95.2413	-3.16818E-06	8.63858E-07	81.4058	-1.6295E-06	2.78349E-07	13.8355	-1.53869E-06	5.85508E-07
451	93.8329	-3.20593E-06	9.32242E-07	80.7836	-1.65659E-06	4.00722E-07	13.0493	-1.54934E-06	5.3152E-07
452	92.3588	-3.23597E-06	1.00709E-06	80.1954	-1.67983E-06	5.37376E-07	12.1633	-1.55614E-06	4.69712E-07
453	90.838	-3.25755E-06	1.08834E-06	79.6602	-1.6988E-06	6.87152E-07	11.1778	-1.55875E-06	4.01185E-07
454	89.2918	-3.27002E-06	1.1759E-06	79.1967	-1.71315E-06	8.4876E-07	10.095	-1.55687E-06	3.27139E-07
455	87.7431	-3.27281E-06	1.26965E-06	78.8236	-1.7226E-06	1.02082E-06	8.91947	-1.55022E-06	2.4883E-07
456	86.2168	-3.2655E-06	1.36938E-06	78.5593	-1.72692E-06	1.20184E-06	7.65747	-1.53858E-06	1.67532E-07
457	84.7393	-3.24781E-06	1.47484E-06	78.4218	-0.000001726	1.39032E-06	6.31742	-1.52181E-06	8.45145E-08
458	83.3381	-3.21964E-06	1.58571E-06	78.4286	-1.71976E-06	1.58468E-06	4.90949	-1.49988E-06	1.02458E-09
459	82.0414	-3.18108E-06	1.7016E-06	78.596	-1.70823E-06	1.78335E-06	3.44546	-1.47285E-06	-8.17526E-08
460	80.8778	-3.1324E-06	1.82206E-06	78.9395	-1.6915E-06	1.98475E-06	1.93833	-1.4409E-06	-1.62689E-07
461	79.8752	-3.07406E-06	1.94656E-06	79.4732	-1.66974E-06	2.18732E-06	0.402038	-1.40432E-06	-2.40752E-07
462	79.0606	-3.00674E-06	2.07454E-06	80.2096	-1.64322E-06	2.38953E-06	-1.14896	-1.36352E-06	-3.14991E-07
463	78.4593	-2.93128E-06	2.20535E-06	81.1594	-1.61226E-06	2.58991E-06	-2.7001	-1.31902E-06	-3.84564E-07
464	78.0944	-2.84869E-06	2.33829E-06	82.3314	-1.57727E-06	2.78703E-06	-4.23707	-1.27142E-06	-4.48735E-07
465	77.9859	-2.76013E-06	2.47262E-06	83.7322	-1.53873E-06	2.97951E-06	-5.74622	-1.22139E-06	-5.06892E-07
466	78.1508	-2.66685E-06	2.60753E-06	85.3657	-1.49719E-06	3.16607E-06	-7.21484	-1.16966E-06	-5.58533E-07
467	78.6021	-2.5702E-06	2.74216E-06	87.2336	-1.45322E-06	3.34545E-06	-8.63147	-1.11697E-06	-6.03297E-07
468	79.3489	-2.47156E-06	2.87556E-06	89.335	-1.40747E-06	3.51652E-06	-9.98608	-1.06409E-06	-6.40959E-07
469	80.3958	-2.37236E-06	3.00675E-06	91.6661	-1.36061E-06	3.67818E-06	-11.2703	-1.01175E-06	-6.71436E-07
470	81.7434	-2.27397E-06	3.13466E-06	94.2207	-1.31328E-06	3.82944E-06	-12.4773	-9.60684E-07	-6.94784E-07
471	83.3879	-2.17774E-06	3.25814E-06	96.99	-1.26618E-06	3.96937E-06	-13.6022	-9.11558E-07	-7.11231E-07
472	85.3211	-2.08494E-06	3.37598E-06	99.9627	-1.21996E-06	4.09712E-06	-14.6416	-8.64989E-07	-7.21143E-07
473	87.531	-1.99677E-06	3.4869E-06	103.125	-1.17523E-06	4.21192E-06	-15.5943	-8.21539E-07	-7.25021E-07
474	90.0018	-1.91428E-06	3.58956E-06	106.462	-1.13258E-06	4.31308E-06	-16.4603	-7.81697E-07	-7.23523E-07
475	92.714	-1.83842E-06	3.68258E-06	109.956	-1.09253E-06	4.39999E-06	-17.2417	-7.4589E-07	-7.17408E-07
476	95.645	-1.76999E-06	3.76457E-06	113.587	-1.05552E-06	4.4721E-06	-17.9422	-7.14471E-07	-7.07535E-07
477	98.7691	-1.70969E-06	3.83413E-06	117.336	-1.02196E-06	4.52896E-06	-18.567	-6.8773E-07	-6.94836E-07
478	102.058	-1.65802E-06	3.88992E-06	121.181	-9.92141E-07	4.57018E-06	-19.1236	-6.6588E-07	-6.80254E-07
479	105.48	-1.6154E-06	3.9307E-06	125.1	-9.66323E-07	4.59544E-06	-19.6207	-6.49077E-07	-6.64745E-07
480	109.002	-1.58206E-06	3.9553E-06	129.071	-9.44679E-07	4.60451E-06	-20.0694	-6.37378E-07	-6.4921E-07
481	112.588	-1.5581E-06	3.96277E-06	133.071	-9.27323E-07	4.59723E-06	-20.4825	-6.30774E-07	-6.34464E-07
482	116.201	-1.54349E-06	3.95231E-06	137.076	-9.14329E-07	4.57352E-06	-20.8749	-6.29162E-07	-6.21206E-07
483	119.802	-1.53807E-06	3.92341E-06	141.065	-9.0572E-07	4.53338E-06	-21.2632	-6.3235E-07	-6.09969E-07
484	123.348	-1.54152E-06	3.87575E-06	145.014	-9.01494E-07	4.47687E-06	-21.6662	-6.40027E-07	-6.01123E-07
485	126.798	-1.55341E-06	3.80936E-06	148.902	-9.01625E-07	4.40419E-06	-22.1042	-6.51786E-07	-5.94823E-07
486	130.108	-1.57318E-06	3.72453E-06	152.708	-9.06081E-07	4.31556E-06	-22.5992	-6.67101E-07	-5.91036E-07
487	133.235	-1.60014E-06	3.62184E-06	156.409	-9.14816E-07	4.21135E-06	-23.174	-6.85325E-07	-5.89514E-07
488	136.135	-1.63348E-06	3.50215E-06	159.987	-9.27784E-07	0.000004092	-23.8521	-7.05694E-07	-5.89846E-07
489	138.765	-1.67231E-06	3.36661E-06	163.421	-9.44944E-07	3.95805E-06	-24.6566	-7.27365E-07	-5.91442E-07
490	141.084	-1.71563E-06	3.21656E-06	166.693	-9.66253E-07	3.81015E-06	-25.6097	-7.49377E-07	-5.93588E-07
491	143.054	-1.76236E-06	3.05357E-06	169.785	-9.91655E-07	3.64905E-06	-26.7316	-7.70707E-07	-5.95481E-07
492	144.641	-1.81139E-06	2.87938E-06	172.68	-1.02109E-06	3.47564E-06	-28.0395	-7.90295E-07	-5.96257E-07
493	145.814	-1.86154E-06	2.69581E-06	175.361	-1.05448E-06	3.29087E-06	-29.5466	-8.07061E-07	-5.95062E-07
494	146.552	-1.91165E-06	2.50476E-06	177.812	-1.09171E-06	3.09584E-06	-31.2605	-8.19937E-07	-5.9108E-07
495	146.837	-1.96054E-06	2.30816E-06	180.02	-1.13263E-06	2.89174E-06	-33.1829	-8.27914E-07	-5.83583E-07
496	146.66	-2.00711E-06	2.10793E-06	181.968	-1.17702E-06	2.67987E-06	-35.3081	-8.30087E-07	-5.71932E-07
497	146.023	-2.05029E-06	1.90593E-06	183.645	-1.22463E-06	2.46161E-06	-37.6227	-8.25662E-07	-5.55673E-07
498	144.933	-2.08911E-06	1.70394E-06	185.038	-1.27509E-06	2.23844E-06	-40.1049	-8.14019E-07	-5.34503E-07
499	143.41	-2.12272E-06	1.50362E-06	186.135	-1.32799E-06	2.01192E-06	-42.7249	-7.94732E-07	-5.08303E-07
500	141.481	-2.15037E-06	1.30652E-06	186.926	-1.38279E-06	1.78367E-06	-45.4445	-7.67574E-07	-4.77149E-07
501	139.182	-2.17144E-06	1.11402E-06	187.4	-1.43888E-06	1.55534E-06	-48.2185	-7.32556E-07	-4.41315E-07
502	136.555	-2.18548E-06	9.27401E-07	187.55	-1.49555E-06	1.32863E-06	-50.9955	-6.89929E-07	-4.01232E-07
503	133.649	-2.19215E-06	7.47754E-07	187.369	-1.55199E-06	1.10526E-06	-53.7195	-6.40166E-07	-3.57501E-07
504	130.519	-2.19122E-06	5.76059E-07	186.85	-1.60728E-06	8.86912E-07	-56.3314	-5.8394E-07	-3.10853E-07
505	127.22	-2.18259E-06	4.13148E-07	185.991	-1.66046E-06	6.7527E-07	-58.7714	-5.22131E-07	-2.62121E-07
506	123.809	-2.16622E-06	2.59714E-07	184.79	-1.71045E-06	4.71946E-07	-60.981	-4.55763E-07	-2.12232E-07
507	120.343	-2.14214E-06	1.16358E-07	183.248	-1.75616E-06	2.78494E-07	-62.9049	-3.85978E-07	-1.62136E-07
508	116.873	-2.11039E-06	-1.64341E-08	181.366	-1.79642E-06	9.63727E-08	-64.4936	-3.13976E-07	-1.12807E-07
509	113.447	-2.07105E-06	-1.38283E-07	179.152	-1.83006E-06	-7.30732E-08	-65.7049	-2.40993E-07	-6.52096E-08
510	110.106	-2.02415E-06	-2.48877E-07	176.612	-1.85591E-06	-2.28619E-07	-66.5058	-1.68238E-07	-2.02581E-08
511	106.884	-1.96967E-06	-3.48025E-07	173.758	-1.87283E-06	-3.69187E-07	-66.8737	-9.68384E-08	2.11617E-08
512	103.805	-1.90753E-06	-4.35578E-07	170.602	-1.87971E-06	-4.93846E-07	-66.7975	-2.78178E-08	5.82679E-08
513	100.883	-1.83757E-06	-5.11518E-07	167.161	-1.87553E-06	-6.01835E-07	-66.2778	3.7956E-08	9.03178E-08
514	98.1256	-1.75956E-06	-5.75885E-07	163.453	-1.85934E-06	-6.92556E-07	-65.3274	9.97857E-08	1.16671E-07
515	95.5279	-1.67317E-06	-6.28832E-07	159.498	-1.83034E-06	-7.65579E-07	-63.9704	1.57172E-07	1.36747E-07
516	93.0775	-1.57804E-06	-6.70578E-07	155.319	-1.78783E-06	-8.20638E-07	-62.2419	2.09795E-07	1.5006E-07
517	90.754	-1.47372E-06	-7.0146E-07	150.941	-1.73129E-06	-8.5764E-07	-60.1865	2.57566E-07	1.5618E-07
518	88.5303	-1.35976E-06	-7.21903E-07	146.387	-1.66034E-06	-8.76644E-07	-57.8571	3.00578E-07	1.54741E-07
519	86.3738	-1.23569E-06	-7.32406E-07	141.687	-1.57478E-06	-8.77861E-07	-55.3128	3.39095E-07	1.45455E-07
520	84.2484	-1.10105E-06	-7.33562E-07	136.866	-1.47461E-06	-8.61643E-07	-52.6174	3.73564E-07	1.28081E-07
521	82.1158	-9.5549E-07	-7.26013E-07	131.953	-1.36001E-06	-8.28477E-07	-49.8372	4.04516E-07	1.02464E-07
522	79.9372	-7.98688E-07	-7.10464E-07	126.976	-1.2313E-06	-7.78971E-07	-47.0388	4.32612E-07	6.85073E-08
523	77.6754	-6.30464E-07	-6.87655E-07	121.963	-1.08902E-06	-7.13852E-07	-44.2872	4.58554E-07	2.6197E-08
524	75.2961	-4.50779E-07	-6.58289E-07	116.94	-9.33841E-07	-6.33936E-07	-41.6442	4.83062E-07	-2.43533E-08
525	72.7692	-2.59751E-07	-6.23081E-07	111.935	-7.66597E-07	-5.40149E-07	-39.1658	5.06846E-07	-8.29328E-08
526	70.0708	-5.76957E-08	-5.82684E-07	106.972	-5.88248E-07	-4.3349E-07	-36.9016	5.30553E-07	-1.49194E-07
527	67.1833	1.54918E-07	-5.37664E-07	102.076	-3.99849E-07	-3.15042E-07	-34.8927	5.54767E-07	-2.22622E-07
528	64.0971	3.77381E-07	-4.88507E-07	97.2684	-2.02558E-07	-1.85954E-07	-33.1713	5.7994E-07	-3.02553E-07
529	60.8107	6.08811E-07	-4.35584E-07	92.5704	2.41054E-09	-4.74362E-08	-31.7597	6.064E-07	-3.88148E-07
530	57.3306	8.48132E-07	-3.79148E-07	88.0008	2.13804E-07	9.9249E-08	-30.6701	6.34328E-07	-4.78397E-07
531	53.6722	1.09409E-06	-3.19334E-07	83.5768	4.30341E-07	2.52794E-07	-29.9046	6.63745E-07	-5.72128E-07
532	49.8585	1.34526E-06	-2.56172E-07	79.3138	6.50745E-07	4.11856E-07	-29.4553	6.94516E-07	-6.68028E-07
533	45.9201	1.60009E-06	-1.89591E-07	75.2253	8.73748E-07	5.75067E-07	-29.3052	7.26346E-07	-7.64658E-07
534	41.8941	1.85694E-06	-1.1945E-07	71.3229	1.09812E-06	7.41045E-07	-29.4289	7.58821E-07	-8.60495E-07
535	37.8233	2.11406E-06	-4.55932E-08	67.6168	1.32267E-06	9.08399E-07	-29.7936	7.91393E-07	-9.53992E-07
536	33.755	2.36968E-06	3.21705E-08	64.1155	1.54624E-06	1.07576E-06	-30.3605	8.23442E-07	-1.04359E-06
537	29.7397	2.62201E-06	1.13956E-07	60.8258	1.76773E-06	1.24176E-06	-31.0861	8.54277E-07	-1.1278E-06
538	25.83	2.86932E-06	1.99832E-07	57.7535	1.98611E-06	1.40508E-06	-31.9235	8.83212E-07	-1.20525E-06
539	22.079	3.10994E-06	2.89737E-07	54.9029	2.20036E-06	1.56446E-06	-32.8239	9.09578E-07	-1.27472E-06
540	18.5394	3.34231E-06	3.83479E-07	52.2772	2.40953E-06	1.71868E-06	-33.7378	9.32779E-07	-1.3352E-06
541	15.2619	3.56502E-06	4.80697E-07	49.8783	2.61271E-06	1.86662E-06	-34.6164	9.52317E-07	-1.38592E-06
542	12.2943	3.77683E-06	5.80857E-07	47.7072	2.80899E-06	2.00721E-06	-35.4129	9.67835E-07	-1.42636E-06
543	9.68053	3.97669E-06	6.83246E-07	45.7639	2.99754E-06	2.13952E-06	-36.0834	9.79153E-07	-1.45627E-06
544	7.45954	4.1638E-06	7.86994E-07	44.0472	3.17751E-06	2.26269E-06	-36.5877	9.86289E-07	-1.4757E-06
545	5.66467	4.33752E-06	8.91095E-07	42.5551	3.34808E-06	2.37599E-06	-36.8904	9.89442E-07	-1.48489E-06
546	4.32297	4.49746E-06	9.9442E-07	41.2843	3.50844E-06	2.47878E-06	-36.9614	9.89016E-07	-1.48436E-06
547	3.45471	4.64344E-06	1.09576E-06	40.2308	3.65782E-06	2.57055E-06	-36.7761	9.85611E-07	-1.47479E-06
548	3.07296	4.77544E-06	1.1939E-06	39.3892	3.79547E-06	2.6509E-06	-36.3163	9.79972E-07	-0.000001457
549	3.18343	4.89363E-06	1.28762E-06	38.7534	3.92065E-06	2.71952E-06	-35.57	9.72985E-07	-1.4319E-06
550	3.78428	4.99829E-06	1.37578E-06	38.316	4.03267E-06	2.77622E-06	-34.5317	9.65618E-07	-1.40045E-06
551	4.86624	5.0898E-06	1.45731E-06	38.0685	4.13091E-06	2.82089E-06	-33.2023	9.58889E-07	-1.36358E-06
552	6.41265	5.16856E-06	1.5313E-06	38.0016	4.21477E-06	2.85351E-06	-31.5889	9.53791E-07	-1.3222E-06
553	8.39983	5.23502E-06	1.59701E-06	38.1047	4.28375E-06	2.87414E-06	-29.7048	9.51269E-07	-1.27713E-06
554	10.7974	5.28957E-06	1.65385E-06	38.3663	4.33742E-06	2.88291E-06	-27.5689	9.52152E-07	-1.22906E-06
555	13.5688	5.33259E-06	1.70143E-06	38.7741	4.37545E-06	2.88002E-06	-25.2053	9.57142E-07	-1.17859E-06
556	16.6718	5.36435E-06	1.73957E-06	39.3145	4.3976E-06	2.86572E-06	-22.6427	9.66745E-07	-1.12616E-06
557	20.0595	5.38503E-06	1.76822E-06	39.9735	4.40376E-06	2.84033E-06	-19.914	9.81274E-07	-1.07212E-06
558	23.6808	5.39472E-06	1.78751E-06	40.736	4.39389E-06	2.80421E-06	-17.0552	1.00083E-06	-1.0167E-06
559	27.4814	5.39342E-06	1.79769E-06	41.5865	4.36812E-06	2.75776E-06	-14.1051	1.0253E-06	-9.60078E-07
560	31.4045	5.38099E-06	1.7991E-06	42.5087	4.32666E-06	2.70145E-06	-11.1041	1.05433E-06	-9.02345E-07
561	35.3924	5.35727E-06	1.79217E-06	43.486	4.26986E-06	2.63576E-06	-8.09355	1.08741E-06	-8.4359E-07
562	39.3867	0.000005322	1.77736E-06	44.5015	4.19817E-06	2.56127E-06	-5.11478	1.12383E-06	-7.83906E-07
563	43.3299	5.2749E-06	1.75511E-06	45.5383	4.11216E-06	2.47853E-06	-2.20842	1.16274E-06	-7.23428E-07
564	47.1659	5.21567E-06	1.72586E-06	46.5793	4.01251E-06	2.38821E-06	0.586539	1.20316E-06	-6.62349E-07
565	50.8414	5.14404E-06	1.69003E-06	47.6079	3.89998E-06	2.29097E-06	3.23348	1.24405E-06	-6.00946E-07
566	54.3066	5.05973E-06	1.64795E-06	48.6077	3.77544E-06	2.18753E-06	5.69887	1.28429E-06	-5.39583E-07
567	57.5159	4.96258E-06	1.59992E-06	49.563	3.63984E-06	2.07864E-06	7.95291	1.32273E-06	-4.78723E-07
568	60.429	4.85246E-06	1.54615E-06	50.4589	3.4942E-06	1.96507E-06	9.97012	1.35826E-06	-4.18926E-07
569	63.0112	4.72937E-06	1.48682E-06	51.2815	3.33961E-06	1.84764E-06	11.7297	1.38976E-06	-3.60823E-07
570	65.2341	4.59341E-06	1.42204E-06	52.018	3.17722E-06	1.72716E-06	13.2161	1.41619E-06	-3.05122E-07
571	67.0761	4.44479E-06	1.35191E-06	52.6572	3.00823E-06	1.60446E-06	14.4189	1.43656E-06	-2.52554E-07
572	68.5225	4.28386E-06	1.27651E-06	53.1891	2.83389E-06	1.48038E-06	15.3335	1.44997E-06	-2.03871E-07
573	69.566	4.11113E-06	1.19591E-06	53.6055	2.65548E-06	1.35572E-06	15.9604	1.45565E-06	-1.59807E-07
574	70.2062	3.92722E-06	1.11024E-06	53.9002	2.47431E-06	1.23128E-06	16.306	1.45291E-06	-1.21041E-07
575	70.4501	3.73293E-06	1.01967E-06	54.0686	2.29172E-06	1.10784E-06	16.3815	1.44121E-06	-8.81756E-08
576	70.3115	3.5292E-06	9.24438E-07	54.1083	2.10906E-06	9.86137E-07	16.2031	1.42013E-06	-6.16991E-08
577	69.8106	3.31712E-06	8.24857E-07	54.019	1.92771E-06	8.66848E-07	15.7916	1.38941E-06	-4.19913E-08
578	68.9737	3.09791E-06	7.21358E-07	53.8024	0.000001749	7.50623E-07	15.1713	1.34891E-06	-2.92648E-08
579	67.8325	2.87298E-06	6.14467E-07	53.4626	1.57429E-06	6.38052E-07	14.37	1.29869E-06	-2.35851E-08
580	66.4233	2.64382E-06	5.04806E-07	53.0057	1.4049E-06	5.29671E-07	13.4175	1.23892E-06	-2.48644E-08
581	64.786	2.41208E-06	3.93107E-07	52.4404	1.24211E-06	4.25962E-07	12.3456	1.16997E-06	-3.28549E-08
582	62.9637	2.17953E-06	2.80187E-07	51.7772	1.08715E-06	3.2735E-07	11.1865	1.09238E-06	-4.71633E-08
583	61.0012	1.94797E-06	1.6695E-07	51.0291	9.41167E-07	2.34214E-07	9.97212	1.00681E-06	-6.7264E-08
584	58.9443	1.71935E-06	5.43573E-08	50.211	8.05228E-07	1.46879E-07	8.73329	9.14118E-07	-9.25217E-08
585	56.8389	1.49559E-06	-5.65626E-08	49.3402	6.80296E-07	6.56262E-08	7.49871	8.15293E-07	-1.22189E-07
586	54.7296	1.27868E-06	-1.64774E-07	48.4354	5.67209E-07	-9.30928E-09	6.29423	7.11468E-07	-1.55465E-07
587	52.6594	1.07055E-06	-2.69215E-07	47.5174	4.6667E-07	-7.77315E-08	5.14208	6.0388E-07	-1.91484E-07
588	50.6686	8.73131E-07	-3.6885E-07	46.6082	3.79242E-07	-1.39489E-07	4.06039	4.9389E-07	-2.29361E-07
589	48.7939	6.88218E-07	-4.62652E-07	45.7311	3.05321E-07	-1.94464E-07	3.06276	3.82897E-07	-2.68188E-07
590	47.0685	5.17531E-07	-5.49654E-07	44.9104	2.45161E-07	-2.42585E-07	2.1581	2.7237E-07	-3.07069E-07
591	45.5211	3.62623E-07	-6.28933E-07	44.1705	1.98846E-07	-2.8382E-07	1.35068	1.63777E-07	-3.45113E-07
592	44.1764	2.24895E-07	-6.99651E-07	43.536	1.66316E-07	-3.18182E-07	0.640384	5.85785E-08	-3.81469E-07
593	43.0543	1.05548E-07	-7.61056E-07	43.0311	1.47363E-07	-3.45738E-07	0.0231506	-4.18156E-08	-4.15318E-07
594	42.1707	5.55674E-09	-8.12489E-07	42.679	1.41651E-07	-3.66602E-07	-0.50834	-1.36094E-07	-4.45887E-07
595	41.5374	-7.42986E-08	-8.53411E-07	42.5013	1.48726E-07	-3.80953E-07	-0.963879	-2.23024E-07	-4.72458E-07
596	41.163	-1.3349E-07	-8.83391E-07	42.5178	1.68042E-07	-3.89028E-07	-1.35481	-3.01532E-07	-4.94363E-07
597	41.0528	-1.71733E-07	-9.02121E-07	42.7459	1.98967E-07	-3.91123E-07	-1.69305	-3.707E-07	-5.10998E-07
598	41.2099	-1.88957E-07	-9.09442E-07	43.2	2.40817E-07	-3.87609E-07	-1.99013	-4.29773E-07	-5.21833E-07
599	41.6355	-1.8533E-07	-9.05325E-07	43.8918	2.92862E-07	-3.78911E-07	-2.25626	-4.78192E-07	-5.26414E-07
