Timestep	J_x	J_y	J_z	Jconv_x	Jconv_y	Jconv_z	Jcond_x	Jcond_y	Jcond_z
384	7.123030805	-1.03555E-05	-4.16392E-05	5.314492315	-6.8916E-06	-4.31916E-05	1.808538491	-3.46389E-06	1.55246E-06
385	6.820412205	4.38008E-05	1.72298E-05	3.340292407	3.85538E-05	9.70053E-06	3.480119797	5.24703E-06	7.5293E-06
386	6.870453579	-7.22472E-06	1.18367E-05	1.596021447	-4.49216E-06	5.23367E-06	5.274432131	-2.73257E-06	6.60307E-06
387	7.2589537	6.19662E-07	2.0386E-05	0.084794024	-1.42709E-06	1.00677E-05	7.174159676	2.04676E-06	1.03183E-05
388	7.968115728	-9.08285E-06	6.00033E-05	-1.191105261	-8.78349E-06	6.24245E-05	9.159220989	-2.99354E-07	-2.42121E-06
389	8.975928066	-4.69048E-05	9.88219E-06	-2.230870563	-4.58222E-05	1.39805E-05	11.20679863	-1.08264E-06	-4.0983E-06
390	10.25571211	7.69693E-05	3.99725E-06	-3.036694937	7.21436E-05	-2.21949E-06	13.29240704	4.82573E-06	6.21674E-06
391	11.7810627	3.18667E-05	8.12331E-06	-3.608532331	3.78277E-05	4.91394E-06	15.38959503	-5.96105E-06	3.20936E-06
392	13.52121411	-3.61807E-05	7.67513E-06	-3.950257403	-3.63465E-05	4.5821E-06	17.47147151	1.65822E-07	3.09304E-06
393	15.44434705	1.02683E-05	6.66416E-07	-4.066088365	1.32353E-05	1.78801E-06	19.51043541	-2.96701E-06	-1.1216E-06
394	17.5196381	-6.39018E-07	3.21592E-05	-3.959779288	-8.491E-07	3.73538E-05	21.47941739	2.10082E-07	-5.19458E-06
395	19.71568074	-2.39573E-05	2.02435E-05	-3.636654508	-2.71609E-05	1.84769E-05	23.35233525	3.2037E-06	1.76659E-06
396	22.00230102	-2.66649E-05	1.49392E-06	-3.102015736	-2.31122E-05	-2.19027E-06	25.10431676	-3.55269E-06	3.6842E-06
397	24.35013372	-3.39617E-05	2.43426E-05	-2.36251166	-2.57346E-05	1.08418E-05	26.71264538	-8.22714E-06	1.35008E-05
398	26.73235132	-3.06815E-06	1.78906E-05	-1.424855513	4.67067E-07	1.57127E-05	28.15720683	-3.53522E-06	2.17794E-06
399	29.12491803	-1.57763E-05	9.8472E-06	-0.295677037	-1.53196E-05	1.15566E-05	29.42059507	-4.56642E-07	-1.70943E-06
400	31.50719873	-1.09771E-05	8.88714E-07	1.017828493	-1.07645E-05	8.08804E-06	30.48937024	-2.12539E-07	-7.19933E-06
401	33.86235701	3.06778E-07	1.44524E-05	2.509382391	5.89086E-06	-3.19182E-06	31.35297462	-5.58408E-06	1.76442E-05
402	36.17450337	3.8832E-05	9.58923E-05	4.169082008	3.69828E-05	9.28809E-05	32.00542136	1.84921E-06	3.01139E-06
403	38.43553202	-3.2512E-05	2.80236E-05	5.991195878	-3.15532E-05	2.85022E-05	32.44433614	-9.58818E-07	-4.78539E-07
404	40.6374337	-3.72923E-06	-3.29613E-05	7.965763769	3.17731E-06	-3.54039E-05	32.67166993	-6.90655E-06	2.44266E-06
405	42.77866869	-4.01295E-05	-1.86354E-05	10.08567518	-3.96847E-05	-1.25283E-05	32.69299352	-4.44748E-07	-6.1071E-06
406	44.85850104	5.24173E-05	4.96112E-05	12.34038204	5.42109E-05	4.87608E-05	32.518119	-1.79358E-06	8.50376E-07
407	46.88299315	-1.69187E-05	6.01178E-06	14.72300353	-2.06818E-05	4.88981E-06	32.15998962	3.76309E-06	1.12198E-06
408	48.85706498	-2.2577E-05	-5.53056E-06	17.22199549	-2.05416E-05	-3.14708E-06	31.63506949	-2.03544E-06	-2.38348E-06
409	50.79067216	5.13544E-06	-1.61261E-05	19.82858602	7.15604E-06	-1.73365E-05	30.96208614	-2.0206E-06	1.21046E-06
410	52.69388024	-4.54475E-06	5.46863E-06	22.53158775	-7.7299E-06	8.45301E-06	30.16229249	3.18515E-06	-2.98439E-06
411	54.57898433	4.23649E-05	7.56889E-07	25.32048339	5.09528E-05	6.79901E-07	29.25850094	-8.58796E-06	7.69883E-08
412	56.4590729	-9.69218E-06	1.53174E-05	28.1847533	-1.96876E-06	1.26623E-05	28.27431961	-7.72342E-06	2.65511E-06
413	58.34556584	-6.65478E-07	-3.12468E-05	31.11143976	1.12619E-07	-2.14492E-05	27.23412608	-7.78097E-07	-9.79767E-06
414	60.25059898	-5.01951E-06	-1.91035E-05	34.0886229	-3.93989E-06	-1.7391E-05	26.16197608	-1.07963E-06	-1.71252E-06
415	62.18389224	-1.16855E-05	-6.62952E-06	37.10315409	-7.27023E-06	-6.28966E-06	25.08073814	-4.4153E-06	-3.39852E-07
416	64.153563	-3.42672E-05	4.46443E-05	40.14114001	-2.78479E-05	4.16105E-05	24.01242299	-6.41926E-06	3.03389E-06
417	66.16519464	1.83289E-05	3.24539E-05	43.18852696	2.37778E-05	3.60221E-05	22.97666767	-5.44896E-06	-3.56825E-06
418	68.22138314	-1.16823E-05	5.21504E-06	46.2301252	-8.61128E-06	9.7727E-07	21.99125794	-3.07103E-06	4.23777E-06
419	70.32233053	4.9043E-06	-9.03281E-06	49.25172519	6.26977E-06	-8.27715E-06	21.07060534	-1.36547E-06	-7.55659E-07
420	72.46501703	-1.02186E-05	-1.53342E-06	52.23796336	-1.11947E-05	-4.58708E-06	20.22705367	9.76082E-07	3.05366E-06
421	74.64179506	-1.97203E-05	1.75535E-07	55.17253044	-2.25799E-05	-3.7005E-06	19.46926462	2.8596E-06	3.87603E-06
422	76.84292423	2.36769E-06	1.63891E-05	58.04004869	-8.67903E-06	1.33691E-05	18.80287554	1.10467E-05	3.02006E-06
423	79.05587934	-6.44938E-05	2.58689E-05	60.82512985	-5.51564E-05	2.57622E-05	18.2307495	-9.33736E-06	1.06676E-07
424	81.26597923	7.4654E-05	-1.57619E-05	63.5134473	8.44384E-05	-1.41487E-05	17.75253194	-9.78435E-06	-1.61323E-06
425	83.45616809	-9.5613E-06	-6.31694E-06	66.09024621	-1.03739E-05	-5.46661E-06	17.36592187	8.12624E-07	-8.50324E-07
426	85.60780348	7.50019E-06	9.09836E-06	68.54196169	1.21584E-05	1.20258E-05	17.06584179	-4.65826E-06	-2.92748E-06
427	87.70151433	-2.3585E-05	2.62439E-05	70.85590455	-1.39746E-05	2.58583E-05	16.84560979	-9.61044E-06	3.85603E-07
428	89.71888594	-5.09525E-06	4.44105E-05	73.02190194	-2.61706E-06	4.65492E-05	16.69698399	-2.47819E-06	-2.13866E-06
429	91.64050655	-3.60405E-06	-1.25632E-06	75.0296101	3.44251E-07	6.2587E-06	16.61089645	-3.9483E-06	-7.51502E-06
430	93.44869464	-6.12339E-05	2.18604E-05	76.87109669	-5.41395E-05	1.4183E-05	16.57759795	-7.0944E-06	7.67735E-06
431	95.1270268	-7.6493E-06	1.55561E-05	78.54005631	-4.04945E-06	1.05713E-05	16.5869705	-3.59984E-06	4.98481E-06
432	96.66066635	4.81419E-06	3.88777E-06	80.0314926	-7.54923E-07	2.40479E-06	16.62917374	5.56911E-06	1.48299E-06
433	98.03735102	-4.85163E-05	-1.02928E-06	81.34272035	-5.31591E-05	8.3967E-06	16.69463068	4.6428E-06	-9.42598E-06
434	99.24720641	-1.34508E-05	2.61361E-05	82.47329823	-1.11807E-05	3.14295E-05	16.77390818	-2.27002E-06	-5.29341E-06
435	100.281742	2.20975E-05	-1.04216E-05	83.42331132	1.493E-05	-5.98425E-06	16.85843069	7.16752E-06	-4.43738E-06
436	101.1361008	-1.03614E-06	-2.72403E-05	84.19586416	-1.52435E-06	-2.50575E-05	16.94023661	4.88207E-07	-2.18285E-06
437	101.8071858	-1.94174E-05	4.76764E-05	84.79567038	-1.30546E-05	4.35957E-05	17.01151542	-6.36276E-06	4.08075E-06
438	102.2934264	-4.18696E-06	1.94576E-06	85.22832143	-1.95755E-07	4.57459E-06	17.06510496	-3.99121E-06	-2.62883E-06
439	102.595429	3.99266E-05	-1.96143E-05	85.50141389	3.40288E-05	-2.07546E-05	17.09401512	5.89783E-06	1.14028E-06
440	102.7159287	-7.57654E-06	2.51747E-05	85.62441934	3.35005E-06	1.59317E-05	17.09150933	-1.09266E-05	9.24301E-06
441	102.6584061	-4.74915E-05	4.5014E-05	85.60769873	-4.51554E-05	4.66473E-05	17.0507074	-2.33612E-06	-1.6333E-06
442	102.4272004	-3.18568E-05	-5.2089E-05	85.46234475	-3.21646E-05	-4.58496E-05	16.96485569	3.07867E-07	-6.23938E-06
443	102.0285943	3.72109E-05	-1.75162E-08	85.20144909	4.27091E-05	-5.63291E-06	16.82714525	-5.49823E-06	5.61539E-06
444	101.4689797	-4.75429E-05	-2.55488E-05	84.83857711	-4.72544E-05	-3.59832E-05	16.63040257	-2.88543E-07	1.04344E-05
445	100.7569648	-2.91294E-06	3.837E-06	84.38937738	-4.03847E-07	6.9839E-06	16.36758742	-2.50909E-06	-3.1469E-06
446	99.90042642	-1.30609E-06	1.89971E-05	83.86849692	-4.4025E-06	2.32091E-05	16.03192949	3.0964E-06	-4.21205E-06
447	98.908949	-6.4199E-06	2.60687E-05	83.29255075	-6.77765E-06	1.45767E-05	15.61639825	3.57746E-07	1.1492E-05
448	97.79370287	1.80754E-05	3.69068E-05	82.67832085	1.9384E-05	3.63349E-05	15.11538202	-1.30866E-06	5.71938E-07
449	96.5669101	-4.64541E-05	-1.06211E-05	82.04376673	-4.68954E-05	-1.21486E-05	14.52314337	4.413E-07	1.5275E-06
450	95.24134907	1.14627E-05	7.20051E-06	81.40586243	2.03115E-05	7.85859E-06	13.83548664	-8.84881E-06	-6.58078E-07
451	93.83270822	-7.25029E-06	-6.85064E-06	80.78339974	-7.40796E-06	-9.58928E-06	13.04930848	1.57672E-07	2.73864E-06
452	92.35884922	-8.09758E-06	8.73506E-06	80.19555307	-7.10665E-06	7.11094E-06	12.16329616	-9.90929E-07	1.62412E-06
453	90.83785943	-1.45905E-05	1.65737E-05	79.66004782	-1.00855E-05	1.93955E-05	11.17781161	-4.50493E-06	-2.82179E-06
454	89.29204416	2.82887E-05	-9.71148E-06	79.19696031	3.7092E-05	-1.05062E-05	10.09508384	-8.80331E-06	7.94694E-07
455	87.74308053	-2.69746E-06	7.94998E-06	78.82368969	1.25186E-06	1.0959E-05	8.919390842	-3.94932E-06	-3.00901E-06
456	86.21666091	-1.71104E-05	-2.13805E-05	78.55908587	-1.58785E-05	-8.01512E-06	7.657575046	-1.23199E-06	-1.33654E-05
457	84.73931953	6.81377E-05	4.77253E-05	78.42178972	8.39676E-05	5.09838E-05	6.317529812	-1.58298E-05	-3.25843E-06
458	83.3379642	2.11352E-05	-2.84735E-05	78.42837567	8.37073E-06	-3.00218E-05	4.909588534	1.27644E-05	1.54834E-06
459	82.04141086	-4.39009E-05	-6.78174E-06	78.59605657	-5.84358E-05	-1.57396E-05	3.445354285	1.4535E-05	8.95788E-06
460	80.87785068	2.57547E-05	1.47868E-05	78.93944228	3.26069E-05	1.36143E-05	1.938408399	-6.85221E-06	1.17252E-06
461	79.87536425	-3.47715E-05	6.03553E-06	79.47331034	-3.58754E-05	6.9928E-06	0.402053903	1.10395E-06	-9.57264E-07
462	79.0606811	2.9341E-05	-1.14088E-05	80.20967184	3.53681E-05	-8.88597E-06	-1.14899074	-6.02712E-06	-2.52285E-06
463	78.45927011	-9.86356E-05	-5.81454E-05	81.15942563	-9.49823E-05	-5.59637E-05	-2.700155523	-3.65327E-06	-2.1817E-06
464	78.09446052	1.75296E-05	-4.70359E-05	82.33155977	1.7698E-05	-5.0047E-05	-4.237099245	-1.68375E-07	3.01113E-06
465	77.98623657	-5.11572E-05	-2.05975E-05	83.73247542	-4.57031E-05	-2.08269E-05	-5.746238853	-5.45417E-06	2.29379E-07
466	78.15107164	-4.11662E-05	1.42266E-05	85.36592638	-4.48963E-05	1.24299E-05	-7.214854746	3.73011E-06	1.79667E-06
467	78.60180561	-2.80906E-06	7.61442E-06	87.23326248	-2.37645E-06	7.58849E-06	-8.631456869	-4.32614E-07	2.593E-08
468	79.34914114	-6.27498E-06	-5.37883E-06	89.33532499	-2.02977E-06	-1.57652E-06	-9.986183853	-4.24521E-06	-3.80231E-06
469	80.39563878	4.57591E-06	2.22795E-05	91.66585028	5.94262E-06	1.10604E-05	-11.2702115	-1.36671E-06	1.12191E-05
470	81.7433376	5.05591E-05	2.68871E-05	94.22064104	5.6855E-05	1.95288E-05	-12.47730344	-6.29589E-06	7.35832E-06
471	83.38800751	-4.58481E-06	-1.04795E-05	96.99016679	-1.18049E-05	-8.45309E-06	-13.60215928	7.22011E-06	-2.02642E-06
472	85.32098532	-1.69198E-05	-3.78903E-06	99.96263995	-1.26303E-05	-4.45344E-06	-14.64165463	-4.28952E-06	6.64414E-07
473	87.53136951	-3.96288E-05	-3.8039E-06	103.1256756	-4.14718E-05	-2.86759E-06	-15.59430607	1.84301E-06	-9.36303E-07
474	90.00179991	9.33653E-06	-5.44174E-06	106.4620823	1.09107E-05	8.28927E-08	-16.46028243	-1.57416E-06	-5.52463E-06
475	92.71425798	2.17883E-06	-1.45899E-05	109.9559931	2.76792E-06	-1.22666E-05	-17.24173514	-5.89085E-07	-2.32322E-06
476	95.64487031	8.41464E-06	-4.76452E-06	113.5869665	2.64106E-06	-5.60308E-06	-17.94209617	5.77358E-06	8.38562E-07
477	98.76895054	1.31265E-05	-9.72491E-06	117.3359897	1.48109E-05	-2.4211E-06	-18.56703919	-1.68439E-06	-7.30381E-06
478	102.0575074	-8.85803E-06	3.39797E-05	121.181063	-1.15352E-05	3.59939E-05	-19.12355564	2.6772E-06	-2.01424E-06
479	105.4795065	2.74356E-05	-1.10434E-05	125.1002334	3.67982E-05	-1.78811E-05	-19.62072691	-9.36267E-06	6.83778E-06
480	109.0016097	-1.13658E-05	-4.32949E-05	129.0710568	-6.61518E-06	-4.19531E-05	-20.06944714	-4.75064E-06	-1.34173E-06
481	112.5885408	-9.68194E-05	-6.95527E-06	133.0711285	-9.35879E-05	-4.03154E-06	-20.48258778	-3.23158E-06	-2.92372E-06
482	116.2011862	-8.62141E-06	5.86217E-05	137.0760551	-2.25361E-06	5.8948E-05	-20.87486891	-6.3678E-06	-3.26274E-07
483	119.8017959	1.86039E-05	8.45748E-06	141.0651009	1.92876E-05	5.13484E-06	-21.26330499	-6.837E-07	3.32264E-06
484	123.34748	-3.69269E-06	2.89966E-06	145.0136017	-6.00008E-06	-4.5023E-07	-21.66612175	2.30739E-06	3.34989E-06
485	126.7979083	2.67643E-05	-4.2661E-05	148.9021886	2.92362E-05	-4.13631E-05	-22.10428032	-2.47197E-06	-1.29791E-06
486	130.1082863	-5.49743E-06	-9.96551E-06	152.7074857	-5.80453E-06	-7.58392E-06	-22.59919947	3.07103E-07	-2.38159E-06
487	133.2352492	-1.13224E-05	1.19119E-05	156.409284	-1.18632E-05	1.28088E-05	-23.17403486	5.40762E-07	-8.96864E-07
488	136.1347995	-1.61799E-06	7.17719E-06	159.9868695	-3.38335E-06	5.84566E-06	-23.85207	1.76536E-06	1.33154E-06
489	138.7651272	2.33881E-05	-4.49103E-05	163.4217199	2.69021E-05	-3.9195E-05	-24.6565927	-3.51405E-06	-5.71527E-06
490	141.0841031	-2.96694E-05	-2.04023E-05	166.6937819	-2.93783E-05	-2.37775E-05	-25.60967881	-2.91148E-07	3.37521E-06
491	143.0536934	7.60006E-06	-1.68093E-05	169.7852111	5.42446E-06	-2.09438E-05	-26.73151762	2.1756E-06	4.13452E-06
492	144.6403758	-4.73342E-05	3.43702E-05	172.6799106	-3.71753E-05	2.74829E-05	-28.03953481	-1.01589E-05	6.88724E-06
493	145.8140122	-5.18651E-05	6.30567E-05	175.3605728	-5.03755E-05	6.74404E-05	-29.54656061	-1.48959E-06	-4.38374E-06
494	146.5519774	-1.25324E-05	3.0185E-05	177.8125237	-1.72492E-05	3.27861E-05	-31.26054637	4.71676E-06	-2.60108E-06
495	146.8362823	-1.15712E-05	8.15217E-05	180.0191865	-1.29935E-05	6.92979E-05	-33.18290415	1.4223E-06	1.22238E-05
496	146.6600559	-1.31738E-05	4.17501E-05	181.9681412	-2.11588E-05	3.94269E-05	-35.3080853	7.98496E-06	2.32325E-06
497	146.0227277	-1.18706E-06	-5.08069E-06	183.6453255	-1.60691E-06	-3.56996E-06	-37.62259781	4.19848E-07	-1.51073E-06
498	144.933281	-2.54039E-05	-3.54354E-05	185.0381971	-2.51797E-05	-4.32322E-05	-40.10491608	-2.24291E-07	7.7968E-06
499	143.4102618	-1.70697E-06	7.64136E-06	186.1351804	-1.66429E-06	6.23254E-06	-42.72491862	-4.26751E-08	1.40883E-06
500	141.4808377	2.2429E-05	7.07281E-06	186.9252714	2.59697E-05	1.14904E-05	-45.44443366	-3.54076E-06	-4.41763E-06
501	139.1818488	-3.47355E-05	5.04802E-05	187.4003794	-3.73568E-05	4.75084E-05	-48.21853057	2.62135E-06	2.97176E-06
502	136.5544474	1.24994E-05	4.77761E-07	187.5499876	1.34552E-05	7.12965E-07	-50.99554016	-9.55822E-07	-2.35204E-07
503	133.6490519	4.29451E-05	-5.05017E-05	187.3685497	3.8541E-05	-5.37681E-05	-53.71949783	4.40403E-06	3.26637E-06
504	130.5188177	-5.64177E-05	-1.24242E-06	186.8501918	-5.29116E-05	6.16283E-07	-56.3313741	-3.5061E-06	-1.8587E-06
505	127.2199211	8.01315E-07	3.52653E-06	185.9913951	1.0408E-07	7.69741E-07	-58.77147405	6.97236E-07	2.75679E-06
506	123.809055	4.00523E-05	3.89004E-05	184.790083	4.23616E-05	3.17304E-05	-60.98102804	-2.30923E-06	7.16992E-06
507	120.3424882	-7.22964E-06	-6.11819E-06	183.2474061	-6.80582E-06	-4.25963E-06	-62.90491792	-4.23826E-07	-1.85856E-06
508	116.8725395	-3.72257E-05	-2.33336E-06	181.3662116	-3.57756E-05	2.22735E-06	-64.49367212	-1.45016E-06	-4.56071E-06
509	113.4469839	-4.23038E-05	1.03493E-05	179.1518688	-4.56598E-05	1.42973E-05	-65.70488491	3.35601E-06	-3.94804E-06
510	110.1063255	2.0427E-05	3.3746E-05	176.6121403	1.77781E-05	3.79064E-05	-66.50581486	2.64895E-06	-4.16036E-06
511	106.8839958	-1.42849E-05	-2.01824E-06	173.7576657	-1.15615E-05	-1.71891E-06	-66.87366987	-2.72341E-06	-2.99334E-07
512	103.8042819	3.2097E-06	2.52852E-06	170.6017975	9.97943E-07	1.88816E-06	-66.79751554	2.21176E-06	6.40354E-07
513	100.8833433	-7.90908E-06	1.96837E-06	167.1611925	-8.68785E-06	-5.8935E-07	-66.27784914	7.78774E-07	2.55772E-06
514	98.12522391	5.06636E-05	1.60085E-05	163.4525805	4.98036E-05	1.00309E-05	-65.3273566	8.5993E-07	5.97762E-06
515	95.5277846	-5.45265E-05	-2.93265E-06	159.4982411	-5.71552E-05	-2.18731E-06	-63.97045652	2.62871E-06	-7.4534E-07
516	93.07787451	9.80157E-06	1.46757E-05	155.3198302	9.62483E-06	7.99269E-06	-62.24195566	1.76736E-07	6.68306E-06
517	90.75410304	1.73377E-05	-4.52362E-05	150.9406904	1.84773E-05	-4.99938E-05	-60.18658737	-1.13957E-06	4.75756E-06
518	88.53006685	4.60809E-06	-4.46113E-05	146.387164	-5.69793E-06	-4.3519E-05	-57.85709717	1.0306E-05	-1.09229E-06
519	86.37408922	1.87253E-05	1.63124E-05	141.6869612	1.12326E-05	1.84137E-05	-55.312872	7.49267E-06	-2.10125E-06
520	84.24820768	-7.60955E-06	-2.72862E-05	136.8655501	-7.11553E-06	-2.51334E-05	-52.61734243	-4.94017E-07	-2.15288E-06
521	82.11577618	-5.72394E-06	3.59266E-06	131.9528868	-5.96034E-06	4.8057E-06	-49.8371106	2.36407E-07	-1.21304E-06
522	79.93702252	1.67588E-05	-3.26682E-06	126.9758302	1.53974E-05	-5.11893E-06	-47.03880767	1.36146E-06	1.85211E-06
523	77.67544167	3.5568E-05	4.24845E-05	121.9625991	4.77569E-05	4.30413E-05	-44.28715744	-1.21889E-05	-5.56891E-07
524	75.29582703	-3.39837E-05	2.41788E-05	116.9399863	-2.91083E-05	3.13974E-05	-41.64415925	-4.87539E-06	-7.21862E-06
525	72.7691536	1.91861E-05	-4.78706E-06	111.9349103	6.56492E-06	-2.93173E-06	-39.16575667	1.26212E-05	-1.85533E-06
526	70.0708762	-2.02359E-05	-6.31437E-06	106.9723703	-2.27825E-05	-2.68155E-06	-36.90149408	2.54659E-06	-3.63282E-06
527	67.18363237	-2.27861E-05	-2.81585E-05	102.0763153	-2.11891E-05	-2.53449E-05	-34.8926829	-1.59703E-06	-2.81356E-06
528	64.09713942	3.38996E-05	6.08664E-06	97.2683815	3.62567E-05	2.54699E-06	-33.17124208	-2.35706E-06	3.53964E-06
529	60.81073904	-1.26054E-05	-6.01956E-05	92.57039671	-1.17188E-05	-5.31996E-05	-31.75965767	-8.86684E-07	-6.99601E-06
530	57.33082014	-1.82008E-05	-2.02761E-06	88.00099505	-1.62401E-05	-2.84497E-06	-30.67017491	-1.96074E-06	8.17365E-07
531	53.6726223	1.42293E-05	5.34007E-05	83.577239	1.18572E-05	4.70374E-05	-29.9046167	2.37202E-06	6.36324E-06
532	49.85838177	-2.79101E-05	2.27955E-06	79.31371743	-3.14497E-05	6.37864E-06	-29.45533566	3.53961E-06	-4.0991E-06
533	45.91984353	-3.78506E-05	-1.27361E-05	75.22507522	-4.12204E-05	-7.30979E-06	-29.30523169	3.36974E-06	-5.42634E-06
534	41.89371951	-8.6865E-06	4.45962E-05	71.32253659	-7.83619E-06	4.03218E-05	-29.42881708	-8.50309E-07	4.27433E-06
535	37.82328127	-1.75437E-05	1.4335E-05	67.61687621	-1.98714E-05	1.29917E-05	-29.79359494	2.32776E-06	1.34328E-06
536	33.7550034	-1.08188E-05	-3.07841E-05	64.11560095	-1.24557E-05	-2.80897E-05	-30.36059755	1.6369E-06	-2.69436E-06
537	29.73972705	1.42858E-05	-1.75815E-05	60.82583776	7.68903E-06	-2.03105E-05	-31.08611072	6.59675E-06	2.72901E-06
538	25.82982037	2.52645E-05	-9.03203E-06	57.75339805	2.26549E-05	-6.11513E-06	-31.92357768	2.60955E-06	-2.9169E-06
539	22.07917433	1.01784E-06	-2.90154E-05	54.90307863	2.0146E-06	-2.60322E-05	-32.8239043	-9.96757E-07	-2.98318E-06
540	18.53935232	-1.08663E-05	-2.16966E-05	52.27709231	-1.7822E-05	-2.51373E-05	-33.73773998	6.95571E-06	3.44071E-06
541	15.26196126	3.179E-05	9.13136E-06	49.87837628	2.96856E-05	5.41488E-06	-34.61641502	2.10439E-06	3.71647E-06
542	12.29444545	-2.94896E-05	-2.88238E-07	47.70734964	-2.97254E-05	9.90445E-07	-35.41290419	2.35783E-07	-1.27868E-06
543	9.680570135	3.67959E-06	1.74777E-05	45.7639887	4.30283E-06	1.89219E-05	-36.08341857	-6.23237E-07	-1.44417E-06
544	7.459442384	-1.02877E-05	-1.42033E-05	44.0471759	-9.83777E-06	-1.17937E-05	-36.58773352	-4.49981E-07	-2.4096E-06
545	5.664495174	9.09408E-06	-2.43596E-05	42.55489156	3.38844E-06	-2.25035E-05	-36.89039638	5.70563E-06	-1.85606E-06
546	4.322878401	-4.15295E-05	-6.33876E-06	41.28422708	-3.95935E-05	-4.85568E-06	-36.96134868	-1.93602E-06	-1.48308E-06
547	3.454689359	-4.50651E-06	-4.8641E-05	40.23080343	-2.32846E-06	-5.03027E-05	-36.77611407	-2.17804E-06	1.66169E-06
548	3.072813673	5.74051E-07	-7.79362E-06	39.38906449	6.08417E-06	-6.52673E-06	-36.31625082	-5.51012E-06	-1.26689E-06
549	3.183513704	1.50139E-05	7.18143E-05	38.75350104	2.04329E-05	7.78555E-05	-35.56998733	-5.41895E-06	-6.04122E-06
550	3.784354196	-5.70832E-05	-5.99619E-05	38.3160271	-5.64684E-05	-5.15796E-05	-34.53167291	-6.14783E-07	-8.38232E-06
551	4.866580485	7.236E-06	-1.35263E-05	38.06881847	8.42153E-06	-1.47767E-05	-33.20223798	-1.18554E-06	1.25036E-06
552	6.412696697	-6.40379E-06	-2.85248E-05	38.00163243	-1.9694E-07	-1.55592E-05	-31.58893574	-6.20685E-06	-1.29655E-05
553	8.399441887	-4.09841E-06	-1.5207E-05	38.1043056	-7.4482E-06	-1.26031E-05	-29.70486372	3.34979E-06	-2.60391E-06
554	10.7973082	1.05166E-05	3.32186E-05	38.36625831	1.92989E-05	4.08486E-05	-27.56895011	-8.78226E-06	-7.62998E-06
555	13.56872541	0.000111585	4.85479E-05	38.77400279	0.0001145	5.06184E-05	-25.20527739	-2.91425E-06	-2.07045E-06
556	16.6718869	-4.67278E-05	3.85748E-05	39.31463523	-5.14797E-05	4.40258E-05	-22.64274832	4.75195E-06	-5.45095E-06
557	20.05941749	-2.99107E-06	3.00537E-05	39.9734506	1.62483E-06	3.32301E-05	-19.91403311	-4.6159E-06	-3.17635E-06
558	23.68085498	8.39907E-06	-3.74547E-05	40.73605057	4.68871E-06	-3.81269E-05	-17.0551956	3.71037E-06	6.72237E-07
559	27.48133958	1.21926E-06	7.55877E-05	41.58652019	2.17589E-06	7.42903E-05	-14.10518061	-9.56636E-07	1.29743E-06
560	31.40453462	2.03508E-05	-4.81717E-05	42.50861912	1.7311E-05	-4.33099E-05	-11.1040845	3.03984E-06	-4.86181E-06
561	35.39208173	2.84396E-05	4.11227E-05	43.48555058	2.57965E-05	4.75188E-05	-8.093468843	2.6431E-06	-6.39603E-06
562	39.38683486	-2.32421E-06	3.633E-06	44.50163517	4.2982E-06	2.46073E-06	-5.114800308	-6.62241E-06	1.17227E-06
563	43.33001089	1.49523E-05	-9.5496E-06	45.53841387	1.91012E-05	-1.91647E-05	-2.208402984	-4.14897E-06	9.61513E-06
564	47.16599964	-4.56714E-05	-1.54482E-05	46.57949659	-5.03336E-05	-9.63971E-06	0.586503051	4.66215E-06	-5.80847E-06
565	50.84157856	-1.33378E-05	1.55493E-05	47.60809759	-1.21412E-05	1.47026E-05	3.233480969	-1.19655E-06	8.46743E-07
566	54.30644144	4.4392E-05	-4.6493E-06	48.60753367	3.45913E-05	9.18645E-07	5.698907774	9.80064E-06	-5.56794E-06
567	57.51598034	-4.36582E-05	2.2552E-05	49.56308941	-5.02844E-05	1.64923E-05	7.952890931	6.62621E-06	6.05966E-06
568	60.42909132	3.12587E-06	9.97464E-06	50.45899603	7.63599E-06	8.50011E-06	9.970095288	-4.51012E-06	1.47453E-06
569	63.01140186	5.40969E-05	1.66293E-06	51.28168359	4.99142E-05	-2.66962E-06	11.72971827	4.18264E-06	4.33256E-06
570	65.23422287	0.000105954	-2.03082E-05	52.0181415	0.000104263	-1.42499E-05	13.21608136	1.69146E-06	-6.05835E-06
571	67.07615287	-5.92557E-05	6.03496E-06	52.65726769	-5.58901E-05	8.60188E-06	14.41888518	-3.36555E-06	-2.56692E-06
572	68.52255101	-6.07602E-05	1.13714E-05	53.18916542	-7.06257E-05	9.21994E-06	15.33338558	9.86552E-06	2.1515E-06
573	69.56617703	-3.98389E-07	-1.12314E-05	53.60580225	-4.15319E-06	-1.16218E-05	15.96037478	3.75481E-06	3.90387E-07
574	70.20613194	1.33237E-05	3.5603E-05	53.9001982	5.12207E-06	3.61211E-05	16.30593374	8.20159E-06	-5.1812E-07
575	70.45043277	-2.72227E-05	-7.21596E-06	54.06893019	-2.81069E-05	-7.00533E-06	16.38150258	8.84266E-07	-2.10626E-07
576	70.31164554	5.84846E-06	-1.15122E-05	54.1084756	-2.00099E-06	-1.21063E-05	16.20316993	7.84945E-06	5.94083E-07
577	69.81085564	-2.38601E-05	-4.18917E-05	54.0192151	-2.93555E-05	-3.73607E-05	15.79164054	5.49536E-06	-4.53103E-06
